timestamp_us,point_idx,orig_vel_x,orig_vel_y,orig_acc_x,orig_acc_y,orig_body_vel_x,orig_body_vel_y,orig_body_acc_x,orig_body_acc_y,traj_vel_hori_limit,flight_lim_vel,manual_speed_limit,uav_vel_enu_x,uav_vel_enu_y,uav_vel_body_x,uav_vel_body_y,stick_roll,stick_pitch,stick_yaw,stick_throttle,lqr_body_vel_x,lqr_body_vel_y,lqr_body_vref_x,lqr_body_vref_y,lqr_body_err_x,lqr_body_err_y,lqr_vel_x,lqr_vel_y,lqr_acc_x,lqr_acc_y,lqr_body_target_acc_x,lqr_body_target_acc_y,lqr_body_cmd_acc_x,lqr_body_cmd_acc_y,lqr_ref_acc_x,lqr_ref_acc_y,lqr_ff_acc_x,lqr_ff_acc_y,lqr_swing_acc_x,lqr_swing_acc_y,lqr_int_before_x,lqr_int_before_y,lqr_int_preview_x,lqr_int_preview_y,lqr_integral_x,lqr_integral_y,lqr_aw_gain_x,lqr_aw_gain_y,lqr_aw_delta_x,lqr_aw_delta_y,lqr_aw_correction_x,lqr_aw_correction_y,lqr_aw_u_preview_x,lqr_aw_u_preview_y,lqr_aw_u_sat_x,lqr_aw_u_sat_y,gyro_angle_x,gyro_angle_y,gyro_rate_x,gyro_rate_y,rope,payload_mass,drone_mass,yaw
1779187172343624,0,0,0.301742,0,1.0837,2.702135467711722e-22,0.301742,9.704662282211935e-22,1.0837,13.5,13.5,13.5,-2.7357763636756303e-20,0.007870114592892668,-2.7350715855613334e-20,0.007870114592892668,0,0,0,0,1.406271222695788e-20,0.031188026979516406,2.702135467711722e-22,0.301742,1.3792498680186706e-20,-0.2705539730204836,1.4034782978172725e-20,0.031188026979516406,-6.468425734368611e-20,1.332249310710901,-4.601845800657921e-20,2.871218469133149,-6.3491212254071e-20,1.332249310710901,0.0,1.42006,6.991671937176467e-21,1.4235390180533283,-6.991671937176467e-21,-0.0034788748652624457,2.089136624536848e-21,-0.03844413559413164,2.2897146155731915e-21,-0.044884118769590045,2.2897146155731915e-21,-0.044884118769590045,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,-4.601845800657921e-20,2.871218469133149,-4.601845800657921e-20,2.871218469133149,-0.0011094623448566923,-2.3143798814928243e-20,-0.029479569905748133,-5.3565409771137065e-21,15.0,150.0,120.0,5.130905143218061e-20
1779187172343624,1,0,0.34068,0,1.18325,3.0508298849349093e-22,0.34068,1.0596144362302547e-21,1.18325,13.5,13.5,13.5,-1.4410695840314767e-19,0.012812012652914274,-1.440954850935646e-19,0.012812012652914274,0,0,0,0,1.2778542765486387e-20,0.06182772108524484,3.0508298849349093e-22,0.34068,1.2473459776992895e-20,-0.27885227891475517,1.2723175306520705e-20,0.06182772108524484,-6.007737013561763e-20,1.532249310710901,-4.601845800657921e-20,2.871218469133149,-5.870522266928919e-20,1.532249310710901,0.0,1.42006,6.991671937176467e-21,1.4235390180533283,-6.991671937176467e-21,-0.0034788748652624457,2.089136624536848e-21,-0.03844413559413164,2.2897146155731915e-21,-0.044884118769590045,2.2897146155731915e-21,-0.044884118769590045,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,-4.601845800657921e-20,2.871218469133149,-4.601845800657921e-20,2.871218469133149,-0.001850435192532582,-1.9837001731097816e-20,-0.04550497933974925,3.803370758609385e-19,15.0,150.0,120.0,5.130905143218061e-20
1779187172343624,2,0,0.379542,0,1.27169,3.398843713126586e-22,0.379542,1.1388135072128905e-21,1.27169,13.5,13.5,13.5,-3.512982247363372e-19,0.019743868530065763,-3.5128054386744093e-19,0.019743868530065763,0,0,0,0,1.1572026160481123e-20,0.09645007597074864,3.398843713126586e-22,0.379542,1.1232141789168464e-20,-0.2830919240292513,1.148565397127841e-20,0.09645007597074864,-5.576160248526855e-20,1.732249310710901,-4.601845800657921e-20,2.871218469133149,-5.421035264222678e-20,1.732249310710901,0.0,1.42006,6.991671937176467e-21,1.4235390180533283,-6.991671937176467e-21,-0.0034788748652624457,2.089136624536848e-21,-0.03844413559413164,2.2897146155731915e-21,-0.044884118769590045,2.2897146155731915e-21,-0.044884118769590045,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,-4.601845800657921e-20,2.871218469133149,-4.601845800657921e-20,2.871218469133149,-0.0029688712843076548,-6.039372273286508e-21,-0.06740610647395194,1.0423466063771062e-18,15.0,150.0,120.0,5.130905143218061e-20
1779187172343624,3,0,0.41833,0,1.35026,3.7461948625244237e-22,0.41833,1.2091738759047234e-21,1.35026,13.5,13.5,13.5,-6.499888527791021e-19,0.029034094315237065,-6.499628524026142e-19,0.029034094315237065,0,0,0,0,1.043818698961812e-20,0.13504384122707952,3.7461948625244237e-22,0.41833,1.0063567503365678e-20,-0.28328615877292046,1.031725362499678e-20,0.13504384122707952,-5.171774767500783e-20,1.932249310710901,-4.601845800657921e-20,2.871218469133149,-4.998739545525272e-20,1.932249310710901,0.0,1.42006,6.991671937176467e-21,1.4235390180533283,-6.991671937176467e-21,-0.0034788748652624457,2.089136624536848e-21,-0.03844413559413164,2.2897146155731915e-21,-0.044884118769590045,2.2897146155731915e-21,-0.044884118769590045,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,-4.601845800657921e-20,2.871218469133149,-4.601845800657921e-20,2.871218469133149,-0.004593194289357727,2.3721159461518974e-20,-0.09627635250724129,1.9779825217903934e-18,15.0,150.0,120.0,5.130905143218061e-20
1779187172343624,4,0,0.457043,0,1.42006,4.092874378009586e-22,0.457043,1.2716806053776765e-21,1.42006,13.5,13.5,13.5,-1.0334230076319166e-18,0.04103177936934947,-1.0333862631858874e-18,0.04103177936934947,0,0,0,0,9.372385635722907e-21,0.17759650475528208,4.092874378009586e-22,0.457043,8.963098197921948e-21,-0.2794464952447179,9.213345855234649e-21,0.17759650475528208,-4.792791260304765e-20,2.132249310710901,-4.601845800657921e-20,2.871218469133149,-4.601845800657921e-20,2.132249310710901,0.0,1.42006,6.991671937176467e-21,1.4235390180533283,-6.991671937176467e-21,-0.0034788748652624457,2.089136624536848e-21,-0.03844413559413164,2.2897146155731915e-21,-0.044884118769590045,2.2897146155731915e-21,-0.044884118769590045,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,-4.601845800657921e-20,2.871218469133149,-4.601845800657921e-20,2.871218469133149,-0.006873748780853546,7.47324935589819e-20,-0.13320970241573316,3.165146743798528e-18,15.0,150.0,120.0,5.130905143218061e-20
1779187172463624,0,0,0.572731,0,1.58608,3.1076257488770336e-20,0.572731,8.606035028274854e-20,1.58608,13.5,13.5,13.5,-1.4923619778953273e-18,0.056043328767515874,-1.4893210792617505e-18,0.056043328767515874,0,0,0,0,-9.41742433817757e-19,0.08770933996219712,3.1076257488770336e-20,0.572731,-9.728186913065273e-19,-0.4850216600378029,-9.465015232206971e-19,0.08770933996219712,4.3236452155494055e-18,2.332249310710901,3.2755242229224874e-18,3.89932035937389,4.4501925477309345e-18,2.332249310710901,0.0,1.73296,-5.884003523538101e-20,1.735761444104354,5.884003523538101e-20,-0.002801330919021013,-7.270155839374262e-20,-0.08610282738701781,-8.767743190996743e-20,-0.0955883663366081,-8.767743190996743e-20,-0.0955883663366081,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,3.275524222922488e-18,3.89932035937389,3.275524222922488e-18,3.89932035937389,-0.009982464235611785,1.5184423637719399e-19,-0.17925748567244124,4.577600362549082e-18,15.0,150.0,120.0,3.1088563342448e-18
1779187172463624,1,0,0.611143,0,1.62955,3.3160484119874025e-20,0.611143,8.841902287605474e-20,1.62955,13.5,13.5,13.5,-2.0071276455621873e-18,0.07433269477739293,-2.0030943699707903e-18,0.07433269477739293,0,0,0,0,-8.585718961059301e-19,0.13838280753562548,3.3160484119874025e-20,0.611143,-8.91732380225804e-19,-0.4727601924643745,-8.660805166607736e-19,0.13838280753562548,3.98655135961079e-18,2.532249310710901,3.2755242229224874e-18,3.89932035937389,4.12395064759313e-18,2.532249310710901,0.0,1.73296,-5.884003523538101e-20,1.735761444104354,5.884003523538101e-20,-0.002801330919021013,-7.270155839374262e-20,-0.08610282738701781,-8.767743190996743e-20,-0.0955883663366081,-8.767743190996743e-20,-0.0955883663366081,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,3.275524222922488e-18,3.89932035937389,3.275524222922488e-18,3.89932035937389,-0.014110908078988857,2.5893844801966017e-19,-0.23531923363905763,6.158095948824184e-18,15.0,150.0,120.0,3.1088563342448e-18
1779187172463624,2,0,0.64948,0,1.66817,3.524064126755241e-20,0.64948,9.051453554119127e-20,1.66817,13.5,13.5,13.5,-2.580788238314353e-18,0.09611762681846363,-2.5755729171247894e-18,0.09611762681846363,0,0,0,0,-7.812586306426874e-19,0.1930356422614397,3.524064126755241e-20,0.64948,-8.164992719102398e-19,-0.45644435773856024,-7.917327019316986e-19,0.1930356422614397,3.67218103067989e-18,2.7322493107109014,3.2755242229224874e-18,3.89932035937389,3.8204322744630406e-18,2.7322493107109014,0.0,1.73296,-5.884003523538101e-20,1.735761444104354,5.884003523538101e-20,-0.002801330919021013,-7.270155839374262e-20,-0.08610282738701781,-8.767743190996743e-20,-0.0955883663366081,-8.767743190996743e-20,-0.0955883663366081,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,3.275524222922488e-18,3.89932035937389,3.275524222922488e-18,3.89932035937389,-0.019467346219742103,3.994374526452712e-19,-0.3021829999107124,7.920197450767555e-18,15.0,150.0,120.0,3.1088563342448e-18
1779187172463624,3,0,0.687741,0,1.70248,3.731667467202649e-20,0.687741,9.237618855882033e-20,1.70248,13.5,13.5,13.5,-3.207842956817104e-18,0.12158836771317776,-3.2012455988555236e-18,0.12158836771317776,0,0,0,0,-7.094050372181648e-19,0.2516500525204859,3.731667467202649e-20,0.687741,-7.467217118901913e-19,-0.43609094747951416,-7.230595134542847e-19,0.2516500525204859,3.378997687559274e-18,2.9322493107109016,3.2755242229224874e-18,3.89932035937389,3.538100887143235e-18,2.9322493107109016,0.0,1.73296,-5.884003523538101e-20,1.735761444104354,5.884003523538101e-20,-0.002801330919021013,-7.270155839374262e-20,-0.08610282738701781,-8.767743190996743e-20,-0.0955883663366081,-8.767743190996743e-20,-0.0955883663366081,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,3.275524222922488e-18,3.89932035937389,3.275524222922488e-18,3.89932035937389,-0.02627520181348887,5.76849757270471e-19,-0.3805758767010768,9.84936403839814e-18,15.0,150.0,120.0,3.1088563342448e-18
1779187172463624,4,0,0.725927,0,1.73296,3.938863859307526e-20,0.725927,9.403002662286388e-20,1.73296,13.5,13.5,13.5,-3.88313801542384e-18,0.15091357165164654,-3.874949478377309e-18,0.15091357165164654,0,0,0,0,-6.426403473322151e-19,0.3142069993941444,3.938863859307526e-20,0.725927,-6.820289859252904e-19,-0.41172000060585556,-6.596891496808681e-19,0.3142069993941444,3.1055690675377162e-18,3.1322493107109017,3.2755242229224874e-18,3.89932035937389,3.2755242229224874e-18,3.1322493107109017,0.0,1.73296,-5.884003523538101e-20,1.735761444104354,5.884003523538101e-20,-0.002801330919021013,-7.270155839374262e-20,-0.08610282738701781,-8.767743190996743e-20,-0.0955883663366081,-8.767743190996743e-20,-0.0955883663366081,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,3.275524222922488e-18,3.89932035937389,3.275524222922488e-18,3.89932035937389,-0.03477169375538469,7.94420792714741e-19,-0.47114573076270494,1.1931251823191058e-17,15.0,150.0,120.0,3.1088563342448e-18
1779187172563624,0,0,0.802071,0,1.78409,1.3164076263071916e-19,0.802071,2.928156836512475e-19,1.78409,13.5,13.5,13.5,-4.607011772098882e-18,0.18423669415811406,-4.576773727183237e-18,0.18423669415811406,0,0,0,0,-3.516044664632335e-18,0.2177238681582531,1.3164076263071916e-19,0.802071,-3.6476854272630544e-18,-0.5843471318417469,-3.551778827876316e-18,0.2177238681582531,1.637472282004026e-17,3.332249310710902,1.2392924972871933e-17,4.246459435082253,1.6921631810064426e-17,3.332249310710902,0.0,1.85628,-3.306999325082793e-19,1.8499988388954907,3.306999325082793e-19,0.006281767729577544,-3.684531710064212e-19,-0.14389173940157846,-4.241450881180203e-19,-0.1541173707726086,-4.241450881180203e-19,-0.1541173707726086,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,1.2392924972871933e-17,4.246459435082253,1.2392924972871933e-17,4.246459435082253,-0.04520593481014809,1.0551710476023338e-18,-0.5744288530624031,1.4168929830339256e-17,15.0,150.0,120.0,9.403731229060384e-18
1779187172563624,1,0,0.84003,0,1.80545,1.378708241947197e-19,0.84003,2.9632141654745265e-19,1.80545,13.5,13.5,13.5,-5.367959749739512e-18,0.2216777413699908,-5.3315766528164206e-18,0.2216777413699908,0,0,0,0,-3.197972942791059e-18,0.2885522864618836,1.378708241947197e-19,0.84003,-3.3358437669857786e-18,-0.5514777135381165,-3.245331896111501e-18,0.2885522864618836,1.5083912675272137e-17,3.532249310710902,1.2392924972871933e-17,4.246459435082253,1.5663646879680245e-17,3.532249310710902,0.0,1.85628,-3.306999325082793e-19,1.8499988388954907,3.306999325082793e-19,0.006281767729577544,-3.684531710064212e-19,-0.14389173940157846,-4.241450881180203e-19,-0.1541173707726086,-4.241450881180203e-19,-0.1541173707726086,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,1.2392924972871933e-17,4.246459435082253,1.2392924972871933e-17,4.246459435082253,-0.057836213493372084,1.3619418650418115e-18,-0.6907958976018523,1.6523613471035064e-17,15.0,150.0,120.0,9.403731229060384e-18
1779187172563624,2,0,0.877913,0,1.82443,1.4408841217725432e-19,0.877913,2.9943652939248886e-19,1.82443,13.5,13.5,13.5,-6.156219982942154e-18,0.26333140674554867,-6.1130004335399135e-18,0.26333140674554867,0,0,0,0,-2.9025066581089997e-18,0.3633756204796989,1.4408841217725432e-19,0.877913,-3.0465950702862538e-18,-0.5145373795203012,-2.9621460713297226e-18,0.3633756204796989,1.3880865141462573e-17,3.7322493107109023,1.2392924972871933e-17,4.246459435082253,1.4493424560254624e-17,3.7322493107109023,0.0,1.85628,-3.306999325082793e-19,1.8499988388954907,3.306999325082793e-19,0.006281767729577544,-3.684531710064212e-19,-0.14389173940157846,-4.241450881180203e-19,-0.1541173707726086,-4.241450881180203e-19,-0.1541173707726086,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,1.2392924972871933e-17,4.246459435082253,1.2392924972871933e-17,4.246459435082253,-0.07292668130123894,1.7166784536808656e-18,-0.820479120115055,1.8963574986780692e-17,15.0,150.0,120.0,9.403731229060384e-18
1779187172563624,3,0,0.91572,0,1.8413,1.5029352657832305e-19,0.91572,3.022053362257745e-19,1.8413,13.5,13.5,13.5,-6.968683000849912e-18,0.3092803477557241,-6.917922032250802e-18,0.3092803477557241,0,0,0,0,-2.6281096881820297e-18,0.44216943144849324,1.5029352657832305e-19,0.91572,-2.778403214760353e-18,-0.47355056855150673,-2.7006812200886452e-18,0.44216943144849324,1.2759644264243893e-17,3.9322493107109024,1.2392924972871933e-17,4.246459435082253,1.3405028897419887e-17,3.9322493107109024,0.0,1.85628,-3.306999325082793e-19,1.8499988388954907,3.306999325082793e-19,0.006281767729577544,-3.684531710064212e-19,-0.14389173940157846,-4.241450881180203e-19,-0.1541173707726086,-4.241450881180203e-19,-0.1541173707726086,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,1.2392924972871933e-17,4.246459435082253,1.2392924972871933e-17,4.246459435082253,-0.09074529840288435,2.120953232481848e-18,-0.9636295628183148,2.147693344017953e-17,15.0,150.0,120.0,9.403731229060384e-18
1779187172563624,4,0,0.953451,0,1.85628,1.564861673979259e-19,0.953451,3.0466394478313186e-19,1.85628,13.5,13.5,13.5,-7.814522990603071e-18,0.35960367817585237,-7.755502651456186e-18,0.35960367817585237,0,0,0,0,-2.3733496057626197e-18,0.5249080467384368,1.564861673979259e-19,0.953451,-2.5298357731605457e-18,-0.4285429532615632,-2.4595007015928505e-18,0.5249080467384368,1.1714715125311996e-17,4.132249310710902,1.2392924972871933e-17,4.246459435082253,1.2392924972871933e-17,4.132249310710902,0.0,1.85628,-3.306999325082793e-19,1.8499988388954907,3.306999325082793e-19,0.006281767729577544,-3.684531710064212e-19,-0.14389173940157846,-4.241450881180203e-19,-0.1541173707726086,-4.241450881180203e-19,-0.1541173707726086,0.22247608830757568,0.22247608830757568,0.0,0.0,0.0,0.0,1.2392924972871933e-17,4.246459435082253,1.2392924972871933e-17,4.246459435082253,-0.11156228287128138,2.5764603823917334e-18,-1.120321994483051,2.4090196174712797e-17,15.0,150.0,120.0,9.403731229060384e-18
